Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Bush - Speech70 - Edited.txt,1,4037,40.26,61.61,55.28,67.00,15.47,16.22,90.04,61.21,18.03,9.76,4.16,2.33,0.97,0.32,1.98,8.27,7.33,13.60,11.94,5.82,7.36,2.18,20.14,3.05,1.49,1.26,0.82,2.38,4.31,3.22,1.04,0.12,0.57,0.07,10.11,0.15,0.25,0.05,0.47,14.24,3.62,1.66,1.78,2.58,1.88,4.11,2.25,0.89,0.67,0.47,0.47,0.15,0.15,0.00,0.20,8.25,3.24,1.31,2.63,0.97,0.59,4.38,13.72,2.30,12.01,1.81,6.84,3.69,1.73,0.22,0.35,0.35,0.07,0.17,0.47,0.00,0.15,0.10,0.22,0.00,15.98,6.74,3.86,0.10,0.22,0.15,0.00,1.19,0.10,3.54,0.00,0.07
Bush - Speech25 - Edited.txt,1,4011,27.33,57.23,64.39,66.80,16.04,15.11,91.05,62.40,19.97,11.04,5.61,2.87,1.17,0.70,0.70,8.93,6.43,13.76,12.84,5.96,7.75,3.07,22.61,2.99,1.62,2.04,0.82,2.09,3.76,2.97,0.80,0.22,0.20,0.17,10.62,0.00,0.10,0.00,0.72,15.03,3.34,2.44,1.89,2.84,1.72,4.16,2.77,1.17,1.07,0.47,0.52,0.40,0.07,0.00,0.05,9.15,3.66,1.50,2.42,2.32,0.32,4.81,14.63,2.62,12.69,2.89,7.16,3.32,2.97,0.22,0.15,0.32,0.10,0.00,0.75,0.00,0.00,0.15,0.60,0.00,20.24,6.63,5.39,0.20,0.20,0.20,0.00,1.57,0.20,5.66,0.00,0.20
Bush - Speech77 - Edited.txt,1,1216,41.81,76.29,60.10,74.74,14.31,16.53,89.72,59.21,18.83,11.43,4.61,4.36,1.64,0.08,0.74,7.40,7.07,12.91,10.20,6.33,6.41,2.06,19.24,2.71,1.07,1.15,1.32,2.63,6.00,4.19,1.56,0.08,0.58,0.41,10.61,0.00,0.25,0.08,0.41,12.91,2.38,2.63,1.40,3.29,1.89,2.80,1.48,0.99,0.33,0.16,0.66,0.25,0.25,0.00,0.16,10.94,5.43,1.32,3.21,1.64,0.49,2.96,14.31,3.62,14.23,2.63,8.14,3.87,2.47,0.00,0.16,0.49,0.16,0.08,0.99,0.00,0.41,0.25,0.33,0.00,17.68,7.40,5.84,0.08,0.08,0.33,0.08,1.15,0.00,2.71,0.00,0.00
Bush - Speech22 - Edited.txt,1,3527,36.52,46.14,76.13,73.43,16.72,16.59,90.39,60.50,18.26,9.84,4.91,2.61,1.05,0.34,0.94,8.36,6.41,13.89,11.40,5.95,7.40,3.06,20.98,3.40,1.59,1.42,0.96,2.32,4.88,3.66,1.11,0.23,0.37,0.14,8.39,0.00,0.03,0.00,0.40,15.68,3.80,1.22,2.21,3.35,1.67,5.02,2.58,0.71,1.19,0.60,0.40,0.20,0.17,0.03,0.03,8.36,3.46,1.11,2.44,1.33,0.65,2.75,15.51,2.27,14.09,3.23,8.19,3.23,2.47,0.11,0.20,0.65,0.06,0.03,0.85,0.03,0.03,0.14,0.65,0.00,19.05,5.87,6.12,0.23,0.28,0.20,0.00,1.59,0.00,4.56,0.00,0.20
Bush - Speech88 - Edited.txt,1,2257,43.94,61.01,51.49,65.23,15.89,17.24,89.41,58.48,17.90,10.15,4.47,2.35,1.06,1.82,0.44,7.75,6.78,13.78,10.63,5.36,7.67,2.08,18.74,3.23,1.42,1.91,1.15,2.70,5.45,3.72,1.64,0.09,0.53,0.27,9.57,0.00,0.04,0.04,1.82,13.96,3.77,1.86,1.95,3.10,1.60,3.63,1.82,0.62,0.71,0.49,0.97,0.22,0.58,0.00,0.18,10.46,3.19,1.64,3.19,2.44,0.93,3.37,12.80,1.68,13.11,1.95,7.80,4.08,2.22,0.31,0.35,0.27,0.35,0.09,0.35,0.00,0.00,0.09,0.27,0.00,18.12,6.16,5.67,0.27,0.04,0.18,0.00,1.95,0.00,3.68,0.00,0.18
Bush - Speech41 - Edited.txt,1,1267,55.02,62.98,41.64,87.80,21.12,20.99,86.82,57.62,16.97,7.97,3.87,1.66,1.18,0.87,0.39,9.00,7.66,14.36,10.81,4.34,7.34,1.74,17.44,4.26,2.21,1.34,0.71,1.82,6.24,4.89,1.26,0.24,0.08,0.08,9.39,0.00,0.08,0.08,0.87,14.36,4.81,0.95,1.97,2.84,2.13,3.31,1.66,0.79,0.71,0.08,0.00,0.00,0.00,0.00,0.00,8.29,2.45,1.18,2.60,1.82,0.95,3.00,13.18,1.58,10.58,1.50,6.55,3.16,2.37,0.16,0.16,0.39,0.39,0.00,0.24,0.00,0.00,0.16,0.08,0.00,16.10,4.81,6.31,0.08,0.32,0.24,0.00,1.42,0.00,2.76,0.00,0.16
Bush - Speech14 - Edited.txt,1,4290,41.68,49.25,58.76,72.47,16.07,17.51,89.51,59.21,18.11,10.28,6.13,1.89,1.10,0.58,0.58,7.83,6.46,14.08,11.63,4.94,7.44,2.31,21.42,3.59,1.66,1.68,0.63,1.68,4.27,3.31,0.82,0.09,0.26,0.19,9.51,0.07,0.19,0.19,0.54,13.99,3.10,1.14,2.31,3.03,1.68,4.24,2.80,1.45,0.77,0.51,0.28,0.12,0.09,0.02,0.09,8.30,2.98,1.61,2.77,1.68,0.33,3.17,15.34,2.54,11.75,2.54,6.60,3.15,2.56,0.47,0.05,0.75,0.07,0.00,0.79,0.00,0.00,0.49,0.26,0.00,18.74,5.94,5.90,0.21,0.42,0.42,0.00,1.63,0.23,3.82,0.00,0.16
Bush - Speech46 - Edited.txt,1,3131,31.84,57.23,62.43,66.85,14.30,16.90,90.19,59.89,19.29,10.70,6.04,2.91,0.89,0.35,0.51,8.56,6.58,12.74,11.88,6.29,6.77,2.65,22.74,2.43,1.41,1.92,0.57,2.33,5.08,3.58,1.41,0.32,0.32,0.10,10.38,0.00,0.16,0.06,0.32,14.82,3.67,2.04,2.08,3.13,1.69,3.64,2.14,0.89,0.93,0.26,0.57,0.19,0.13,0.06,0.22,10.06,4.09,1.25,2.62,1.79,0.89,3.80,16.67,2.20,11.98,2.62,6.93,3.13,2.36,0.10,0.26,0.83,0.06,0.00,0.64,0.03,0.00,0.32,0.29,0.00,18.91,6.96,4.89,0.03,0.35,0.16,0.00,1.25,0.06,5.14,0.00,0.06
Bush - Speech13 - Edited.txt,1,3790,35.86,74.37,42.18,53.55,15.28,17.12,88.58,58.60,18.39,10.74,4.27,2.66,1.35,1.35,1.11,7.65,6.25,12.93,11.82,4.78,7.81,2.40,21.03,3.03,1.56,1.66,0.92,1.93,4.85,3.11,1.64,0.18,0.42,0.29,12.90,0.08,0.11,0.32,1.21,13.54,3.35,1.61,2.43,2.66,1.45,3.69,2.59,1.06,1.06,0.42,0.71,0.11,0.40,0.05,0.13,9.26,3.75,1.69,2.72,1.27,0.84,4.38,13.85,1.82,12.27,2.74,7.02,3.35,2.19,0.32,0.11,0.26,0.05,0.08,0.69,0.00,0.00,0.37,0.32,0.00,19.45,6.39,6.12,0.13,0.53,0.29,0.00,1.35,0.32,4.27,0.00,0.05
Bush - Speech53 - Edited.txt,1,2139,32.63,42.76,70.96,51.12,14.65,16.88,90.28,60.82,17.95,9.58,5.14,1.73,1.31,0.33,1.08,8.37,6.26,13.32,13.00,7.25,5.84,2.81,22.02,2.38,1.12,1.50,0.61,2.29,5.19,3.23,1.87,0.28,0.70,0.09,7.90,0.00,0.00,0.00,0.42,16.27,3.74,1.82,2.48,3.83,2.01,4.77,2.48,0.79,0.65,0.75,0.51,0.05,0.09,0.05,0.33,7.25,2.29,0.94,2.20,1.03,1.12,3.65,14.77,3.27,13.46,2.43,7.53,3.69,1.54,0.19,0.05,0.94,0.09,0.14,0.75,0.05,0.00,0.37,0.33,0.00,18.00,6.26,5.10,0.09,0.14,0.56,0.00,1.45,0.00,4.30,0.00,0.09
Bush - Speech109 - Edited.txt,1,2205,47.14,71.01,40.13,76.82,18.69,17.69,89.84,59.37,17.46,9.21,3.72,3.90,0.73,0.18,0.68,8.25,6.80,14.60,11.79,5.71,6.58,1.81,20.68,3.58,2.59,1.13,0.86,2.31,4.85,3.81,1.04,0.14,0.45,0.05,9.98,0.00,0.23,0.00,0.23,13.88,2.95,1.50,2.49,3.27,1.41,3.49,2.18,0.82,0.95,0.32,0.18,0.09,0.05,0.05,0.05,10.43,4.67,2.04,2.40,1.54,0.91,1.95,15.28,2.09,12.02,2.31,8.12,1.72,3.27,0.18,0.18,2.09,0.50,0.14,0.95,0.05,0.00,0.45,0.32,0.00,17.64,5.35,6.80,0.09,0.18,0.05,0.00,0.50,0.45,4.17,0.00,0.05
Bush - Speech54 - Edited.txt,1,2993,32.18,56.11,50.33,69.84,15.12,15.47,89.91,61.81,19.71,11.19,5.21,2.14,1.14,1.40,1.30,8.52,6.88,13.40,11.79,6.31,7.12,2.77,21.32,3.01,1.97,1.67,1.14,2.74,4.28,3.24,0.90,0.13,0.37,0.03,10.59,0.00,0.07,0.00,1.57,14.30,3.17,1.64,2.21,3.21,1.80,4.28,2.17,0.67,1.07,0.33,0.30,0.13,0.07,0.03,0.10,7.75,3.07,0.94,2.41,1.44,0.47,4.64,15.14,1.97,11.99,2.31,6.52,3.51,1.57,0.17,0.23,0.57,0.20,0.00,0.90,0.07,0.20,0.13,0.47,0.00,18.74,6.55,5.05,0.30,0.10,0.33,0.00,1.47,0.00,4.61,0.00,0.33
Bush - Speech89 - Edited.txt,1,878,55.47,50.00,63.10,49.06,22.51,21.07,89.41,57.86,15.72,8.54,5.13,2.51,0.46,0.46,0.00,7.18,9.11,13.44,10.59,5.92,7.63,1.71,17.54,3.99,2.51,1.03,0.80,1.94,5.58,3.30,2.05,0.34,0.57,0.46,8.31,0.11,0.23,0.00,0.57,13.10,3.19,1.25,2.28,2.85,1.14,4.44,1.94,0.91,1.03,0.00,1.03,0.11,0.11,0.00,0.68,9.91,3.99,1.25,2.73,1.94,0.91,3.64,12.64,1.71,12.98,2.28,7.52,3.87,4.56,0.57,0.34,1.03,0.00,0.11,0.46,0.00,0.00,0.00,0.46,0.00,18.11,4.67,6.26,0.00,0.23,0.00,0.00,2.62,0.00,4.10,0.00,0.23
Bush - Speech23 - Edited.txt,1,2625,21.17,34.30,64.56,55.96,13.67,14.90,91.89,63.09,20.30,11.12,6.82,2.29,1.22,0.34,0.46,9.18,6.25,12.61,13.56,5.37,7.28,4.50,22.78,3.35,1.87,2.25,0.69,2.74,5.03,3.28,1.68,0.30,0.99,0.11,9.30,0.00,0.04,0.00,0.42,16.27,2.59,1.94,2.13,3.43,2.29,5.49,3.12,1.68,1.03,0.42,0.34,0.08,0.23,0.04,0.04,9.22,2.90,1.75,3.43,2.17,0.42,4.42,16.15,1.94,10.82,1.83,6.67,2.63,2.32,0.27,0.15,0.19,0.11,0.04,1.07,0.04,0.04,0.53,0.42,0.04,21.56,7.16,5.68,0.23,0.23,0.34,0.00,1.64,0.00,6.13,0.00,0.15
Bush - Speech76 - Edited.txt,1,1691,29.61,68.60,44.48,77.02,13.75,15.08,90.66,61.80,20.28,10.70,4.26,3.49,1.42,0.35,1.18,9.58,6.92,12.83,11.83,6.45,7.39,2.25,21.41,3.25,1.36,1.66,0.71,2.19,4.79,3.73,0.95,0.12,0.06,0.12,10.35,0.12,0.18,0.06,0.53,15.43,3.43,2.13,2.90,2.96,1.66,3.90,2.07,1.24,0.59,0.24,0.12,0.00,0.00,0.06,0.06,9.93,4.55,1.66,2.13,1.60,0.65,3.13,15.85,2.72,11.83,2.66,6.39,3.25,1.66,0.06,0.06,0.06,0.18,0.00,0.53,0.00,0.06,0.06,0.41,0.00,18.69,7.10,5.44,0.12,0.24,0.35,0.00,0.89,0.00,4.55,0.00,0.00
Bush - Speech24 - Edited.txt,1,2931,37.57,59.02,32.36,70.69,16.02,16.65,90.41,60.39,18.83,10.47,4.71,1.91,0.82,2.22,0.82,8.36,6.99,13.07,12.25,5.15,6.69,2.52,21.05,2.80,0.72,1.64,1.02,2.39,6.00,4.16,1.77,0.00,0.89,0.34,10.92,0.10,0.07,0.03,2.42,14.50,3.07,1.23,2.42,3.17,1.84,4.13,2.63,0.92,0.85,0.78,0.24,0.03,0.17,0.03,0.03,8.46,2.66,1.47,2.87,1.50,0.61,4.06,14.19,1.60,10.99,2.22,6.35,2.66,2.18,0.58,0.17,0.48,0.07,0.00,0.68,0.00,0.03,0.31,0.31,0.00,18.39,6.14,4.95,0.27,0.17,0.34,0.03,2.15,0.00,4.26,0.00,0.07
Bush - Speech71 - Edited.txt,1,2836,52.33,62.59,58.69,48.68,17.61,17.14,89.14,59.20,17.45,9.66,4.62,2.79,0.63,1.20,0.42,7.79,6.91,15.41,11.57,4.90,6.56,1.97,19.78,4.23,2.61,1.30,0.56,2.54,4.41,2.72,1.48,0.42,0.56,0.35,9.70,0.04,0.56,0.00,1.30,13.15,3.60,1.09,1.87,3.42,1.34,3.31,2.54,0.95,0.99,0.56,0.63,0.25,0.00,0.00,0.35,9.27,4.16,1.48,2.64,1.45,0.78,3.81,12.69,2.26,13.86,2.08,8.89,3.35,2.05,0.25,0.35,0.56,0.28,0.00,0.42,0.00,0.04,0.28,0.11,0.00,16.96,5.57,5.22,0.04,0.21,0.35,0.00,1.90,0.07,3.39,0.00,0.21
Bush - Speech31 - Edited.txt,1,2936,42.57,52.86,56.42,69.43,16.31,17.61,90.19,58.75,18.09,9.78,5.28,1.94,1.12,0.61,0.82,8.31,7.53,13.11,11.21,5.07,7.25,2.59,21.19,2.96,1.12,1.23,0.72,2.21,5.89,3.99,1.67,0.03,0.58,0.34,9.43,0.00,0.41,0.00,0.72,14.00,3.85,1.23,1.98,2.90,1.43,3.88,2.55,1.26,0.89,0.37,0.61,0.24,0.34,0.03,0.03,9.50,3.07,1.02,3.00,1.91,1.12,3.58,15.40,1.70,11.55,2.79,6.13,3.37,2.62,0.07,0.17,0.95,0.03,0.07,0.78,0.03,0.03,0.14,0.51,0.00,18.73,6.37,5.48,0.17,0.07,0.20,0.00,1.40,0.07,4.77,0.00,0.20
Bush - Speech64 - Edited.txt,1,3087,38.23,48.70,55.30,79.50,13.97,17.46,90.70,59.48,18.69,10.17,5.86,1.46,1.23,1.04,0.58,8.52,6.87,13.18,12.83,4.89,6.22,2.56,21.87,3.17,1.59,2.01,1.07,2.24,5.28,3.95,1.00,0.03,0.42,0.13,9.20,0.03,0.16,0.00,1.13,14.64,4.02,1.62,1.88,2.69,2.07,3.79,1.98,0.58,0.81,0.45,1.30,0.52,0.45,0.00,0.32,8.16,2.43,1.33,3.34,1.88,0.39,3.43,16.39,2.07,11.05,1.98,6.64,2.66,2.66,0.06,0.39,0.52,0.13,0.10,0.91,0.00,0.23,0.29,0.36,0.00,18.53,7.03,4.89,0.19,0.23,0.39,0.00,1.17,0.00,4.57,0.00,0.06
Bush - Speech36 - Edited.txt,1,2131,50.06,65.51,39.95,84.52,16.78,17.74,87.42,59.74,15.53,7.98,3.33,3.28,0.80,0.28,0.28,7.56,7.51,14.64,11.31,5.91,8.12,2.21,18.49,3.28,1.69,1.74,1.41,2.06,5.02,4.18,0.84,0.14,0.38,0.05,10.04,0.09,0.14,0.00,0.47,13.75,2.53,1.60,2.16,2.72,1.83,4.60,1.97,0.84,0.89,0.23,0.42,0.19,0.09,0.00,0.09,10.32,5.30,1.31,1.97,1.97,0.47,3.33,12.95,1.74,11.45,1.31,8.07,2.25,1.64,0.14,0.09,0.23,0.05,0.09,0.52,0.00,0.00,0.14,0.38,0.00,17.32,6.76,5.07,0.09,0.19,0.28,0.00,1.83,0.00,2.91,0.00,0.19
Bush - Speech63 - Edited.txt,1,1964,36.54,50.61,47.47,54.53,17.85,17.26,89.87,61.97,19.50,10.79,5.30,1.99,0.76,2.24,0.51,8.71,7.28,13.19,11.30,5.91,7.18,2.34,20.11,2.75,1.27,1.48,0.56,2.29,5.50,3.51,1.99,0.36,0.76,0.31,9.93,0.00,0.10,0.20,2.19,16.04,4.38,1.99,2.19,2.55,2.19,4.79,2.04,0.61,0.71,0.56,0.71,0.15,0.15,0.10,0.36,8.40,3.05,1.22,2.60,1.17,0.92,3.21,13.85,1.88,10.59,1.93,6.52,2.44,1.43,0.05,0.31,0.15,0.20,0.00,0.97,0.10,0.10,0.20,0.56,0.00,17.06,5.75,5.80,0.10,0.10,0.05,0.00,0.92,0.10,4.12,0.00,0.10
Bush - Speech108 - Edited.txt,1,2687,33.33,55.47,49.68,84.73,16.09,17.45,89.54,59.51,18.53,10.16,4.65,2.90,0.78,0.37,1.45,8.37,5.73,13.47,10.98,5.95,7.85,2.87,20.69,4.21,2.34,1.41,0.60,2.57,5.06,4.21,0.86,0.00,0.07,0.22,9.42,0.00,0.07,0.00,0.37,15.22,3.46,1.67,2.38,3.28,1.94,4.21,2.46,1.12,0.97,0.37,0.22,0.04,0.07,0.00,0.07,9.94,3.61,1.49,2.72,1.82,0.93,3.65,13.84,1.53,11.39,2.16,7.18,2.42,3.61,0.15,0.15,1.23,0.37,0.07,0.89,0.00,0.04,0.15,0.71,0.00,18.76,6.55,6.25,0.00,0.26,0.19,0.00,1.00,0.45,3.91,0.00,0.15
Bush - Speech55 - Edited.txt,1,1308,35.51,36.83,72.24,59.05,19.52,17.51,90.67,61.85,20.34,10.32,6.73,0.61,0.84,1.07,1.07,10.02,6.57,13.99,12.16,5.73,5.96,2.52,21.10,1.99,0.99,1.68,0.46,3.67,4.05,2.68,0.92,0.08,0.38,0.38,8.26,0.00,0.00,0.00,1.30,15.83,4.74,1.91,1.22,3.67,2.37,3.82,2.83,1.15,0.92,0.61,0.76,0.23,0.00,0.00,0.54,4.59,1.53,0.69,1.07,1.22,0.54,4.59,13.46,1.53,11.54,1.99,7.57,2.29,1.99,0.54,0.08,0.31,0.00,0.15,0.46,0.00,0.08,0.15,0.15,0.08,16.82,5.12,5.05,0.00,0.00,0.15,0.00,1.91,0.00,4.43,0.00,0.15
Bush - Speech?? - Edited.txt,1,1905,28.57,54.60,66.58,66.50,14.11,15.07,90.50,61.57,18.37,10.03,5.83,2.68,1.26,0.10,0.16,8.35,6.40,13.02,12.60,6.30,8.45,2.57,21.63,3.10,1.68,1.26,0.73,1.99,3.94,2.94,0.79,0.10,0.10,0.16,8.82,0.00,0.00,0.05,0.26,12.23,3.15,1.47,2.15,2.10,1.57,3.20,2.73,0.79,1.31,0.37,0.63,0.21,0.26,0.00,0.05,8.29,3.36,1.21,2.10,1.42,0.79,4.36,14.70,2.05,13.65,3.25,7.30,3.73,2.10,0.21,0.00,0.52,0.05,0.00,0.52,0.00,0.00,0.31,0.21,0.00,19.48,6.67,5.98,0.47,0.10,0.58,0.00,1.31,0.10,4.25,0.00,0.00
Bush - Speech52 - Edited.txt,1,4409,40.12,63.23,57.81,75.80,17.50,16.63,89.77,60.20,18.71,10.91,4.83,2.52,0.84,1.45,1.27,7.80,6.83,13.99,10.80,5.26,8.03,2.47,19.57,3.29,1.88,1.50,0.59,2.70,5.01,3.81,1.11,0.18,0.32,0.16,11.34,0.25,0.05,0.07,1.72,15.22,3.97,1.50,2.34,3.54,1.84,3.97,2.02,0.61,0.84,0.52,0.27,0.11,0.09,0.02,0.07,9.57,3.90,1.86,2.88,1.59,0.68,3.77,13.68,1.88,13.20,2.93,8.23,2.88,2.15,0.18,0.07,0.79,0.09,0.02,0.45,0.05,0.00,0.16,0.25,0.00,16.24,5.78,4.47,0.11,0.16,0.18,0.02,1.52,0.09,3.79,0.00,0.11
Bush - Speech12 - Edited.txt,1,2119,50.80,58.04,73.28,66.84,17.96,18.17,88.34,59.60,17.79,9.63,5.14,1.60,0.99,0.42,1.46,8.16,7.55,14.35,9.82,5.52,7.46,1.98,18.59,3.54,1.84,1.46,0.42,1.75,4.48,3.26,1.09,0.28,0.24,0.14,9.39,0.09,0.19,0.00,0.52,11.85,3.35,1.98,1.56,1.56,1.04,2.83,2.55,1.56,0.38,0.47,0.52,0.09,0.24,0.00,0.09,7.93,2.78,0.99,3.40,0.85,0.52,3.73,13.45,1.51,15.38,2.74,8.16,5.05,1.46,0.24,0.05,0.14,0.00,0.05,0.52,0.00,0.00,0.28,0.24,0.00,17.23,5.47,6.65,0.19,0.38,0.14,0.00,1.09,0.00,3.30,0.00,0.00
Bush - Speech47 - Edited.txt,1,1673,68.29,66.44,60.49,70.74,17.80,20.14,86.79,58.04,15.96,9.32,3.71,4.00,1.02,0.18,0.42,6.63,9.74,14.52,9.80,3.95,6.63,2.21,16.74,3.83,2.93,1.02,0.72,1.49,5.26,3.83,1.43,0.42,0.66,0.12,9.50,0.00,0.00,0.00,0.18,12.85,3.29,1.26,1.14,2.81,1.37,4.36,2.15,1.08,0.60,0.48,0.30,0.18,0.06,0.00,0.06,11.66,5.26,1.97,3.65,1.55,0.66,3.59,12.49,1.26,12.55,1.85,8.25,2.63,3.05,0.12,0.06,0.36,0.06,0.12,0.36,0.00,0.12,0.24,0.00,0.00,16.92,6.34,5.38,0.12,0.30,0.12,0.00,1.43,0.24,2.99,0.00,0.00
Bush - Speech15 - Edited.txt,1,3370,40.96,71.56,52.04,81.01,18.42,17.15,88.64,59.73,18.61,10.39,3.89,4.09,1.34,0.59,0.47,8.22,5.82,14.96,11.16,4.75,7.80,2.61,20.18,3.95,1.90,1.66,0.71,2.08,5.04,4.01,0.95,0.27,0.03,0.12,11.34,0.03,0.15,0.00,0.65,13.26,2.61,1.19,2.34,3.77,1.22,4.54,2.40,0.86,1.04,0.50,0.27,0.24,0.00,0.00,0.03,11.48,5.31,2.05,2.67,2.05,0.71,2.31,14.84,2.28,13.20,3.18,8.46,2.05,2.70,0.15,0.21,0.68,0.06,0.00,0.50,0.03,0.00,0.24,0.24,0.00,19.23,5.52,6.05,0.18,0.47,0.24,0.00,1.81,0.18,4.72,0.00,0.06
Bush - Speech40 - Edited.txt,1,2758,55.12,55.62,51.41,73.81,16.42,17.84,88.18,58.19,17.08,9.61,5.00,1.99,1.09,0.76,0.76,7.43,7.29,14.76,10.55,4.71,6.89,1.96,18.38,3.55,1.63,1.52,0.98,2.54,5.18,3.81,1.23,0.22,0.25,0.07,8.92,0.00,0.07,0.07,0.83,12.47,2.86,1.38,1.45,3.41,1.41,3.63,1.89,0.98,0.62,0.22,0.44,0.15,0.18,0.00,0.18,8.96,2.72,1.52,3.01,1.67,0.69,2.97,12.73,1.89,11.93,2.14,7.69,2.28,3.08,0.65,0.22,1.38,0.00,0.04,0.69,0.00,0.04,0.36,0.29,0.00,17.40,6.09,5.33,0.18,0.07,0.33,0.00,1.56,0.07,3.73,0.00,0.04
Bush - Speech73 - Edited.txt,1,1518,53.96,69.64,35.52,84.07,18.98,16.53,87.48,59.22,16.01,9.42,3.10,3.69,0.66,0.86,1.12,6.59,7.71,14.36,10.74,5.14,7.18,2.57,19.43,2.77,1.58,1.05,0.33,2.31,4.28,3.75,0.46,0.07,0.13,0.20,10.41,0.00,0.07,0.00,0.99,13.04,2.31,1.25,2.04,2.96,1.58,3.95,2.24,1.05,0.92,0.20,0.72,0.00,0.13,0.00,0.53,9.62,4.55,1.32,2.83,0.92,0.59,2.96,14.23,1.65,12.32,2.11,6.98,3.49,2.37,0.40,0.40,0.07,0.66,0.00,0.66,0.00,0.53,0.26,0.07,0.00,18.25,5.93,6.59,0.07,0.07,0.00,0.00,2.24,0.00,3.36,0.00,0.00
Bush - Speech26 - Edited.txt,1,4376,41.15,51.65,64.43,72.80,14.49,17.32,90.06,59.32,18.85,10.24,5.32,1.44,1.26,1.01,1.21,8.62,6.54,13.87,10.35,5.92,6.70,2.67,20.29,3.66,1.39,2.17,0.96,2.40,5.55,3.91,1.39,0.18,0.53,0.09,9.96,0.07,0.09,0.09,1.07,14.58,3.68,1.55,1.90,3.43,1.92,4.23,2.24,1.01,0.82,0.34,0.48,0.11,0.25,0.09,0.11,8.84,2.58,1.71,2.81,2.03,0.64,3.22,15.29,1.60,12.89,2.79,7.43,3.38,2.26,0.41,0.23,0.66,0.16,0.07,0.64,0.02,0.00,0.21,0.41,0.00,18.53,6.63,5.30,0.16,0.11,0.48,0.00,1.55,0.05,4.23,0.00,0.02
Bush - Speech129 - Edited.txt,1,1714,27.02,34.78,78.76,79.88,10.85,14.18,90.78,60.21,20.30,11.96,7.41,1.34,1.40,1.63,0.18,8.34,6.88,12.31,11.84,5.54,6.83,4.20,20.95,4.38,2.16,1.52,0.99,2.68,4.84,3.79,0.82,0.12,0.23,0.29,9.86,0.41,0.35,0.18,1.75,14.59,3.73,1.11,1.17,2.57,2.04,4.90,3.15,1.05,1.17,0.82,0.53,0.06,0.06,0.00,0.29,6.59,2.57,1.69,2.10,1.40,0.29,5.89,13.30,1.52,12.54,2.16,6.83,3.91,1.75,1.11,0.70,0.35,0.06,0.06,0.88,0.00,0.00,0.35,0.53,0.00,21.65,8.98,5.19,0.00,0.00,0.29,0.00,1.05,0.00,6.01,0.00,0.12
Bush - Speech74 - Edited.txt,1,1445,48.36,57.95,42.47,81.79,14.45,17.79,89.13,59.93,17.02,9.07,4.15,2.49,0.76,0.55,1.11,7.96,6.78,14.88,11.63,5.95,6.02,2.56,20.69,3.53,1.52,1.18,0.28,2.35,5.81,4.43,1.31,0.35,0.48,0.00,9.55,0.00,0.48,0.00,0.55,15.57,3.46,1.25,3.32,3.32,2.15,4.08,2.42,1.31,0.76,0.28,0.35,0.07,0.14,0.00,0.14,10.24,3.46,1.59,3.53,1.38,1.04,3.67,14.53,1.80,12.04,2.01,7.20,3.04,2.77,0.28,0.42,0.83,0.00,0.14,1.11,0.00,0.00,0.28,0.83,0.00,18.96,6.85,5.47,0.00,0.00,0.35,0.00,1.94,0.28,4.08,0.00,0.00
Bush - Speech21 - Edited.txt,1,2688,43.04,63.39,40.33,72.44,16.91,17.93,90.66,58.89,17.00,8.37,3.50,2.16,1.08,0.63,1.00,8.63,7.07,13.73,11.35,5.51,8.04,2.31,19.68,3.42,1.79,1.23,1.34,2.05,5.54,3.91,1.41,0.11,0.45,0.19,9.90,0.37,0.26,0.19,0.67,12.98,2.86,2.01,2.08,3.20,1.15,3.91,1.75,0.67,0.56,0.33,1.12,0.15,0.82,0.04,0.04,10.64,3.46,1.82,3.57,1.90,0.56,2.60,15.14,1.60,11.98,2.05,7.70,2.53,3.87,0.41,0.33,1.38,0.04,0.07,0.86,0.00,0.04,0.26,0.52,0.00,18.08,5.73,5.62,0.26,0.22,0.26,0.07,1.53,0.15,4.02,0.00,0.22
Bush - Speech61 - Edited.txt,1,4133,32.84,52.32,62.96,57.80,14.92,15.61,91.75,61.09,19.07,10.67,5.69,2.13,1.11,0.44,1.31,8.40,7.23,12.94,11.15,6.65,7.67,2.81,22.26,3.02,1.31,2.20,0.63,2.35,4.57,3.12,1.43,0.22,0.34,0.22,9.75,0.02,0.05,0.02,0.44,15.24,3.85,1.86,2.44,3.41,1.89,3.92,2.18,0.92,0.87,0.31,0.36,0.12,0.12,0.02,0.10,9.05,2.64,2.11,2.78,2.01,0.70,4.55,15.80,1.45,12.41,2.32,6.73,4.02,2.71,0.27,0.51,0.75,0.10,0.00,0.65,0.00,0.00,0.27,0.31,0.00,19.67,6.46,6.19,0.10,0.15,0.29,0.00,1.21,0.00,5.06,0.00,0.22
